ID,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
2893,Audi,9500.0,vagon,160,2.7,Gas,yes,2003,A6 Allroad
3240,BMW,5300.0,sedan,204,1.8,Petrol,yes,1993,318
1708,Volkswagen,10000.0,sedan,66,1.6,Petrol,yes,2011,Polo
1347,Mercedes-Benz,125000.0,sedan,18,3.0,Diesel,yes,2015,S 350
1443,Mercedes-Benz,41900.0,sedan,95,6.2,Petrol,yes,2011,S 500
2016,Volkswagen,2499.0,sedan,220,1.9,Diesel,no,2004,Passat B5
604,Audi,2700.0,sedan,234,2.5,Other,no,2000,A6
3110,BMW,4600.0,sedan,340,2.0,Gas,yes,1995,520
2116,Mitsubishi,5400.0,sedan,200,1.6,Gas,yes,2005,Lancer
929,Mercedes-Benz,8200.0,other,199,2.2,Diesel,yes,2001,Vito
810,Volkswagen,12850.0,crossover,200,2.5,Diesel,yes,2006,Touareg
170,BMW,1400.0,sedan,260,1.8,Petrol,no,1996,318
3,Mercedes-Benz,13300.0,sedan,358,5.0,Gas,yes,2003,S 500
3014,Mitsubishi,9000.0,sedan,110,2.0,Petrol,yes,2008,Lancer X
3639,Mercedes-Benz,7000.0,van,197,2.2,Diesel,yes,2002,Vito
883,BMW,4100.0,hatch,160,1.6,Petrol,yes,2004,1 Series
2575,Audi,23500.0,other,83,2.0,Petrol,yes,2009,A5
4234,Audi,48000.0,crossover,90,3.0,Diesel,yes,2013,Q7
1663,Renault,9500.0,sedan,88,1.6,Gas,yes,2012,Fluence
1854,Mercedes-Benz,32500.0,crossover,254,3.2,Diesel,yes,2008,GL 320
1994,Mercedes-Benz,99999.0,crossover,0,3.0,Petrol,yes,2016,GLE-Class
1089,BMW,2899.0,sedan,340,2.4,Diesel,yes,1988,524
1610,Audi,44800.0,crossover,95,3.0,Diesel,yes,2014,Q7
2695,Audi,26000.0,sedan,105,2.0,Petrol,yes,2012,A6
58,Volkswagen,5000.0,vagon,265,2.0,Diesel,no,2006,Passat B6
4255,BMW,3500.0,sedan,280,,Petrol,no,1996,730
1992,BMW,4800.0,sedan,111,2.5,Gas,yes,1991,525
3128,Mercedes-Benz,32800.0,crossover,109,3.0,Diesel,yes,2011,ML 350
2958,Volkswagen,6000.0,van,419,2.4,Diesel,yes,1995,T4 (Transporter)
2989,Volkswagen,20700.0,vagon,74,2.0,Diesel,yes,2013,Passat B7
857,Toyota,6950.0,sedan,192,2.0,Petrol,yes,2003,Avensis
3948,Toyota,1100.0,van,140,2.0,Gas,yes,1985,Lite Ace
1452,Toyota,33333.0,vagon,73,4.0,Gas,yes,2009,FJ Cruiser
3615,Mercedes-Benz,11777.0,other,300,4.3,Gas,yes,2001,S 430
2765,Toyota,27000.0,other,105,2.5,Diesel,yes,2013,Hilux
1675,Toyota,47500.0,crossover,45,3.0,Diesel,yes,2014,Land Cruiser Prado
1660,Toyota,17835.0,crossover,240,2.7,Gas,yes,2007,Land Cruiser Prado
800,Volkswagen,9200.0,van,268,2.5,Diesel,yes,2003,T4 (Transporter)
2370,Toyota,29900.0,crossover,144,4.0,Gas,yes,2008,Land Cruiser 200
1948,BMW,25999.0,sedan,80,2.0,Petrol,yes,2012,320
1132,Mitsubishi,7699.0,crossover,254,3.0,Petrol,yes,2002,Pajero Sport
3001,Volkswagen,17900.0,other,119,2.0,Diesel,yes,2012,T6 (Transporter)
1386,Audi,25300.0,hatch,180,2.0,Diesel,yes,2011,A5
1527,Volkswagen,7600.0,hatch,225,1.4,Petrol,yes,2004,Golf V
838,Mercedes-Benz,13999.0,van,98,2.2,Diesel,yes,2011,Vito
2717,Mercedes-Benz,33900.0,other,102,5.0,Petrol,yes,2008,CL 55 AMG
2743,Mercedes-Benz,7000.0,other,260,2.2,Diesel,yes,2000,Vito
2198,BMW,8400.0,sedan,220,2.2,Gas,yes,2001,5 Series
3134,Toyota,9000.0,sedan,232,2.4,Petrol,yes,2005,Camry
4305,BMW,4300.0,sedan,200,2.0,Diesel,no,2002,320
2331,Mercedes-Benz,18500.0,sedan,143,5.5,Petrol,yes,2007,S 550
1003,Toyota,15300.0,other,116,2.4,Petrol,yes,2009,Camry
416,Volkswagen,14800.0,sedan,143,2.0,Diesel,yes,2010,Passat B6
4135,Volkswagen,7300.0,van,240,1.9,Diesel,yes,2005,Caddy
733,Renault,9200.0,vagon,155,1.5,Diesel,yes,2010,Clio
450,Volkswagen,9999.0,vagon,161,2.0,Diesel,yes,2008,Passat B6
307,Volkswagen,18700.0,other,145,2.0,Diesel,yes,2011,T5 (Transporter) 
4168,Mercedes-Benz,43500.0,other,51,3.0,Diesel,yes,2014,E-Class
156,Volkswagen,10700.0,sedan,195,3.2,Petrol,yes,2007,Passat B6
3011,Volkswagen,10200.0,van,153,2.5,Diesel,yes,2007,T5 (Transporter)
2119,Mercedes-Benz,43999.0,sedan,132,3.0,Diesel,yes,2010,S 350
3368,Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011,E-Class
1215,BMW,34500.0,other,160,3.0,Diesel,yes,2010,X5
2136,Renault,6200.0,van,122,1.5,Diesel,yes,2007,Kangoo
3568,Toyota,36000.0,crossover,940,,Other,yes,2009,Land Cruiser 200
355,Audi,3500.0,sedan,265,2.0,Diesel,yes,1986,100
3190,Toyota,24000.0,sedan,16,2.5,Petrol,yes,2013,Camry
280,BMW,44999.0,crossover,87,3.0,Diesel,yes,2011,X6
2529,BMW,6800.0,sedan,230,2.0,Petrol,yes,1998,520
3619,BMW,51500.0,hatch,77,3.0,Petrol,yes,2012,535
1849,BMW,19900.0,other,218,3.0,Petrol,yes,2007,335
286,Volkswagen,61000.0,crossover,2,3.0,Diesel,yes,2016,Touareg
725,BMW,2222.0,sedan,268,1.8,Petrol,no,1996,318
776,Mitsubishi,25000.0,crossover,0,2.0,Petrol,yes,2016,Outlander
256,Volkswagen,10500.0,van,176,1.6,Diesel,yes,2012,Caddy
4143,Mercedes-Benz,11800.0,sedan,215,3.2,Petrol,yes,2003,E-Class
496,Mitsubishi,8000.0,sedan,145,2.0,Gas,yes,2007,Lancer
2118,Mitsubishi,3200.0,sedan,330,1.3,Gas,yes,1996,Lancer
3754,Mercedes-Benz,13600.0,sedan,115,,Petrol,yes,2007,C-Class
2772,Mercedes-Benz,38000.0,sedan,42,1.6,Petrol,yes,2014,C-Class
846,Toyota,20100.0,crossover,48,2.0,Petrol,yes,2012,Rav 4
1996,Toyota,15300.0,crossover,130,2.0,Petrol,yes,2008,Rav 4
3727,Toyota,17500.0,crossover,168,4.0,Gas,yes,2004,Land Cruiser Prado
1354,Mitsubishi,4750.0,sedan,167,1.6,Petrol,yes,2003,Carisma
1882,Mitsubishi,7300.0,sedan,112,1.6,Petrol,yes,2008,Lancer
3183,Volkswagen,6650.0,van,223,1.9,Diesel,yes,2007,Caddy
262,Toyota,16900.0,hatch,20,1.6,Petrol,yes,2014,Auris
2570,BMW,104999.0,crossover,2,3.0,Diesel,yes,2016,X5
568,Toyota,8420.0,other,150,2.7,Gas,yes,2005,Tacoma
767,BMW,37000.0,sedan,95,4.4,Petrol,yes,2011,750
326,Volkswagen,13300.0,hatch,73,1.4,Petrol,yes,2011,Golf VI
1179,Renault,12800.0,other,188,2.0,Diesel,yes,2008,Trafic
1513,Audi,7000.0,other,126,2.6,Petrol,yes,1998,80
4273,Mercedes-Benz,29000.0,crossover,139,3.5,Gas,yes,2009,ML 350
16,Renault,8600.0,hatch,84,1.5,Diesel,yes,2012,Clio
3869,Renault,6450.0,vagon,100,1.5,Diesel,yes,2009,Kangoo
3749,BMW,2750.0,vagon,254,2.8,Gas,no,1997,528
4128,Mercedes-Benz,35900.0,crossover,254,5.0,Gas,yes,2004,G 500
3543,Mercedes-Benz,20000.0,crossover,251,5.0,Gas,yes,2002,ML 500
380,Mercedes-Benz,19600.0,van,127,1.8,Diesel,yes,2013,B 180
193,Volkswagen,12999.0,van,237,2.5,Diesel,yes,2005,Multivan
1245,Volkswagen,74500.0,crossover,0,3.0,Diesel,yes,2015,Touareg
2738,Volkswagen,12900.0,sedan,157,1.8,Gas,yes,2008,Passat B6
1168,Volkswagen,4300.0,hatch,217,1.6,Gas,yes,1997,Golf III
2332,Volkswagen,28793.0,van,0,1.6,Diesel,yes,2016,Caddy
1232,Volkswagen,6950.0,other,217,1.9,Diesel,yes,2006,Caddy
3230,Audi,52999.0,crossover,112,4.2,Diesel,yes,2008,Q7
639,Renault,7800.0,vagon,170,1.5,Diesel,no,2013,Megane
1531,BMW,26000.0,crossover,270,4.8,Petrol,yes,2008,X5
419,Audi,12000.0,sedan,200,6.0,Petrol,yes,2004,A8
973,Audi,27500.0,crossover,147,3.0,Diesel,yes,2008,Q7
2523,Renault,2400.0,hatch,1,2.0,Petrol,no,2002,Laguna
2910,Mercedes-Benz,119000.0,sedan,27,3.0,Diesel,yes,2014,S 350
2901,Volkswagen,9300.0,vagon,150,2.0,Petrol,yes,2008,Passat B6
755,Mitsubishi,19000.0,crossover,139,2.4,Gas,yes,2011,Outlander XL
859,Volkswagen,8900.0,sedan,185,1.6,Petrol,yes,2007,Jetta
1587,Volkswagen,7650.0,other,260,2.0,Diesel,yes,2005,Caddy
147,Volkswagen,6000.0,van,200,2.0,Diesel,yes,2008,Caddy
653,Volkswagen,8910.0,hatch,103,1.4,Petrol,yes,2012,Polo
350,Mercedes-Benz,44000.0,other,82,5.5,Petrol,yes,2010,S 500
408,Audi,1700.0,sedan,177,1.6,Petrol,no,1996,A4
3384,BMW,66500.0,crossover,1,2.0,Diesel,yes,2016,X5
1895,Mercedes-Benz,21500.0,sedan,159,1.8,Gas,yes,2012,E-Class
3967,Volkswagen,14500.0,crossover,173,2.5,Diesel,yes,2005,Touareg
739,Toyota,8700.0,sedan,131,1.6,Gas,yes,2007,Corolla
1084,Toyota,18999.0,crossover,153,2.7,Gas,yes,2006,Land Cruiser Prado
2884,Toyota,8700.0,hatch,140,,Petrol,yes,2008,Auris
3816,BMW,85900.0,crossover,19,3.0,Diesel,yes,2015,X6
1627,Mercedes-Benz,2600.0,van,280,2.9,Diesel,no,1997,Sprinter 312
4047,Mercedes-Benz,15900.0,sedan,216,5.0,Petrol,yes,2007,E-Class
3703,Audi,30900.0,hatch,195,3.0,Diesel,yes,2010,A5
1159,Volkswagen,8350.0,hatch,200,1.4,Petrol,yes,2005,Golf V
2624,BMW,11800.0,crossover,210,3.0,Diesel,no,2006,X5
1277,Renault,8299.0,sedan,19,1.2,Petrol,yes,2013,Logan
3369,Toyota,14300.0,sedan,71,2.4,Petrol,yes,2008,Camry
2525,Mercedes-Benz,2499.0,hatch,201,1.7,Diesel,no,2001,A 170
1574,Volkswagen,24900.0,sedan,1,1.6,Diesel,yes,2016,Jetta
1827,Volkswagen,17900.0,van,92,1.4,Petrol,yes,2012,Sharan
3951,Mercedes-Benz,20400.0,sedan,190,1.8,Gas,yes,2011,E-Class
354,BMW,11600.0,sedan,142,2.0,Petrol,yes,2005,320
227,Mercedes-Benz,9299.0,sedan,350,2.7,Diesel,yes,2000,E-Class
1402,BMW,8200.0,sedan,238,3.0,Diesel,no,2004,730
3697,Audi,33500.0,sedan,42,2.0,Petrol,yes,2013,A5
4124,Volkswagen,8900.0,sedan,144,1.6,Petrol,yes,2013,Polo
4236,Mitsubishi,8000.0,crossover,220,2.4,Gas,yes,2004,Outlander
2747,Audi,68000.0,crossover,20,3.0,Petrol,yes,2014,Q5
3733,Renault,10900.0,van,138,2.0,Diesel,yes,2012,Trafic
2424,Renault,3300.0,van,250,1.5,Diesel,yes,2005,Kangoo
2683,Renault,17500.0,crossover,20,1.5,Diesel,yes,2016,Duster
108,Toyota,13500.0,crossover,150,4.7,Gas,yes,2002,Land Cruiser 100
3154,Renault,7300.0,van,212,1.5,Diesel,yes,2009,Kangoo
182,Renault,10100.0,van,164,2.0,Diesel,yes,2012,Trafic
115,Mitsubishi,11100.0,crossover,119,2.4,Gas,yes,2008,Outlander
3086,Audi,4800.0,sedan,341,2.8,Petrol,yes,1992,100
4338,Renault,6800.0,sedan,152,1.6,Petrol,yes,2007,Megane
3232,Volkswagen,2200.0,hatch,260,1.8,Gas,yes,1987,Golf II
2940,Mercedes-Benz,16300.0,van,175,2.2,Diesel,yes,2010,Vito
2801,BMW,44800.0,sedan,63,4.4,Petrol,yes,2012,750
4011,Renault,8600.0,van,100,1.5,Diesel,yes,2012,Kangoo
3108,BMW,56500.0,crossover,45,3.0,Diesel,yes,2014,X6
3305,Toyota,19900.0,sedan,28,1.6,Petrol,yes,2014,Corolla
4220,Volkswagen,2600.0,vagon,288,1.8,Petrol,yes,1990,Passat B3
3789,Volkswagen,8650.0,hatch,150,1.4,Petrol,yes,2008,Golf V
1085,BMW,8300.0,sedan,200,4.4,Petrol,yes,2001,740
3068,BMW,29500.0,crossover,189,3.0,Diesel,yes,2009,X5
2210,Mercedes-Benz,129999.0,crossover,1,2.99,Diesel,yes,2016,GLS 350
1590,Renault,10990.0,sedan,118,2.0,Petrol,yes,2012,Fluence
3767,BMW,28700.0,other,160,3.0,Petrol,yes,2011,528
2345,Volkswagen,7700.0,vagon,287,1.9,Diesel,yes,2002,Sharan
501,Volkswagen,8900.0,van,264,2.5,Diesel,yes,2003,T4 (Transporter)
3129,Volkswagen,4999.0,sedan,145,2.0,Petrol,yes,2000,Jetta
3758,Toyota,32000.0,sedan,22,2.5,Petrol,yes,2015,Camry
1839,Mercedes-Benz,18500.0,crossover,1,3.5,Gas,yes,2006,ML 350
3670,Audi,2750.0,sedan,450,2.5,Diesel,no,1999,A6
3737,Audi,48000.0,crossover,126,3.0,Diesel,yes,2013,Q7
3040,Mercedes-Benz,29900.0,crossover,86,3.0,Gas,yes,2010,GLK 300
3275,Volkswagen,15880.0,vagon,139,1.4,Gas,yes,2011,Passat B7
423,Mercedes-Benz,40500.0,sedan,39,2.2,Diesel,yes,2015,E-Class
786,Mercedes-Benz,16500.0,sedan,190,2.2,Diesel,yes,2007,C-Class
2879,Volkswagen,25999.0,sedan,60,1.8,Petrol,yes,2014,Passat B7
104,Mitsubishi,20800.0,crossover,31,2.4,Petrol,yes,2011,Outlander XL
1394,Toyota,2700.0,sedan,550,1.6,Gas,yes,1989,Carina
3502,Audi,49500.0,crossover,44,3.0,Diesel,yes,2013,Q7
4066,Audi,6700.0,sedan,340,2.6,Gas,yes,1997,A6
2892,BMW,9500.0,crossover,110,3.0,Diesel,no,2008,X6
2144,Volkswagen,12800.0,other,298,,Diesel,yes,2005,T5 (Transporter)
3988,Audi,23400.0,crossover,105,4.2,Gas,yes,2007,Q7
159,BMW,70000.0,sedan,16,3.0,Diesel,yes,2014,730
31,Audi,2900.0,sedan,1,2.3,Gas,yes,1989,100
3005,Mercedes-Benz,24990.0,sedan,85,5.5,Petrol,yes,2008,S 500
2896,BMW,65000.0,crossover,58,4.4,Petrol,yes,2014,X5
720,BMW,10500.0,hatch,220,2.0,Petrol,yes,2005,118
1449,Mercedes-Benz,4100.0,sedan,400,2.0,Diesel,yes,1987,190
1925,BMW,4950.0,sedan,1,3.0,Petrol,yes,1996,730
3296,Volkswagen,12650.0,hatch,11,1.0,Petrol,yes,2014,Up
1666,Mercedes-Benz,33000.0,vagon,91,,Other,yes,2013,E-Class
730,Renault,4000.0,sedan,215,1.9,Diesel,no,2005,Laguna
1781,Renault,12000.0,sedan,81,2.0,Petrol,yes,2012,Fluence
473,Mitsubishi,3149.0,hatch,330,2.0,Gas,yes,1993,Galant
2126,Mitsubishi,10888.0,sedan,63,2.0,Petrol,yes,2012,Lancer X
3117,Volkswagen,4500.0,van,380,2.0,Diesel,yes,2004,Caddy
2417,Mercedes-Benz,24500.0,sedan,180,3.2,Diesel,yes,2008,S 320
634,Mercedes-Benz,5100.0,sedan,270,3.2,Diesel,no,2001,S 320
178,Audi,51500.0,crossover,27,3.0,Diesel,yes,2013,Q7
759,Volkswagen,1900.0,hatch,100,1.6,Petrol,yes,1989,Golf II
3168,Mercedes-Benz,135555.0,sedan,54,4.66,Petrol,yes,2015,S 500
3949,Volkswagen,49500.0,crossover,80,3.0,Diesel,yes,2014,Touareg
2921,Volkswagen,1900.0,sedan,297,1.6,Petrol,yes,1987,Jetta
1690,Mercedes-Benz,42900.0,hatch,3,,Other,yes,2016,B-Class Electric Drive
612,Mercedes-Benz,3100.0,vagon,400,2.2,Diesel,no,2002,C-Class
1464,Audi,3150.0,vagon,320,2.5,Diesel,no,2002,A6
1773,Mitsubishi,12400.0,sedan,52,1.6,Petrol,yes,2013,Lancer X
3212,Volkswagen,8400.0,sedan,230,1.8,Gas,yes,2003,Passat B5
3470,Mercedes-Benz,22500.0,sedan,213,2.2,Diesel,yes,2012,E-Class
1442,Volkswagen,13972.0,sedan,0,1.6,Petrol,yes,2016,Polo
2177,Mercedes-Benz,29500.0,crossover,180,3.2,Diesel,yes,2008,GL 320
2269,Renault,7850.0,van,187,1.5,Diesel,yes,2010,Kangoo
3171,Mercedes-Benz,50900.0,crossover,85,3.0,Diesel,yes,2013,ML 350
3873,Volkswagen,14999.0,vagon,128,1.4,Gas,yes,2011,Passat B7
2774,Volkswagen,20477.0,van,1,1.6,Diesel,yes,2015,Caddy
3569,Toyota,10200.0,sedan,185,1.8,Petrol,yes,2007,Avensis
460,Volkswagen,4900.0,vagon,263,2.0,Diesel,no,2007,Passat B6
2137,Mercedes-Benz,42500.0,sedan,110,3.0,Diesel,yes,2011,S 350
2653,Mercedes-Benz,7500.0,sedan,350,2.2,Diesel,yes,2003,Sprinter 208
1360,Volkswagen,5000.0,sedan,81,,Other,no,2013,Passat B7
3735,Audi,3900.0,vagon,232,2.5,Diesel,no,2003,A6
1363,Volkswagen,11900.0,hatch,91,1.4,Petrol,yes,2010,Golf VI
248,Mitsubishi,7200.0,sedan,178,1.6,Petrol,yes,2007,Lancer
2714,Volkswagen,3000.0,vagon,250,1.9,Diesel,yes,1992,Passat B3
543,Toyota,12600.0,sedan,205,2.4,Gas,yes,2006,Camry
2685,Audi,11000.0,other,120,1.8,Petrol,yes,2000,TT
764,Volkswagen,16800.0,vagon,149,1.4,Gas,yes,2013,Passat B7
3900,Toyota,10600.0,crossover,185,2.0,Gas,yes,2005,Rav 4
2196,Volkswagen,12800.0,vagon,167,1.6,Diesel,yes,2011,Golf Variant
2797,BMW,2200.0,sedan,290,2.5,Gas,yes,1997,525
617,Audi,12200.0,sedan,130,2.4,Petrol,yes,2006,A6
1362,Volkswagen,3250.0,sedan,255,1.9,Diesel,no,2003,Passat B5
1450,Mercedes-Benz,4900.0,sedan,282,3.2,Gas,yes,1993,E-Class
2860,Mercedes-Benz,4500.0,sedan,240,3.2,Other,no,2005,C-Class
3267,Volkswagen,12500.0,sedan,161,2.0,Petrol,yes,2006,Passat B6
4097,Mercedes-Benz,5100.0,sedan,295,3.0,Diesel,yes,1994,E-Class
943,Audi,17800.0,sedan,177,4.2,Petrol,yes,2008,A8
3740,Mercedes-Benz,1990.0,hatch,230,1.7,Other,no,2001,A 170
1335,Volkswagen,8200.0,hatch,157,1.6,Petrol,yes,2008,Golf Plus
3519,BMW,14200.0,sedan,263,3.0,Petrol,yes,2004,530
4238,Mercedes-Benz,57000.0,sedan,61,4.6,Petrol,yes,2012,S 500
2410,Mercedes-Benz,50250.0,sedan,0,2.2,Diesel,yes,2015,E-Class
3500,Toyota,8200.0,crossover,212,2.0,Gas,yes,2003,Rav 4
3612,BMW,17100.0,crossover,188,3.0,Diesel,yes,2004,X5
3492,Volkswagen,9800.0,van,86,1.2,Petrol,yes,2013,Caddy
735,Mercedes-Benz,109999.0,van,0,2.2,Diesel,yes,2016,V 250
3882,Mercedes-Benz,109000.0,crossover,0,3.5,Diesel,yes,2016,GLS 350
774,Toyota,15500.0,crossover,146,2.4,Gas,yes,2008,Rav 4
2022,Volkswagen,9600.0,van,148,1.6,Diesel,yes,2011,Caddy
3264,Mercedes-Benz,18200.0,sedan,103,2.0,Gas,yes,2007,C-Class
535,BMW,30500.0,sedan,630,,Petrol,yes,2010,523
86,Renault,6999.0,van,222,1.5,Diesel,yes,2009,Kangoo
1367,Mercedes-Benz,11900.0,van,277,2.2,Diesel,yes,2007,Vito
3656,Volkswagen,19200.0,crossover,155,2.5,Diesel,yes,2008,Touareg
953,Renault,10450.0,van,106,2.0,Diesel,yes,2013,Trafic
4052,Mercedes-Benz,41500.0,other,26,,Diesel,yes,2013,E-Class
4036,Mercedes-Benz,5000.0,sedan,240,2.2,Diesel,no,2004,E-Class
803,Mercedes-Benz,24750.0,sedan,212,5.5,Petrol,yes,2006,S 500
345,Toyota,13999.0,sedan,198,2.4,Gas,yes,2009,Camry
2140,Mercedes-Benz,11000.0,crossover,148,3.2,Petrol,yes,2001,ML 320
2086,Volkswagen,4500.0,vagon,390,1.9,Diesel,yes,1996,Passat B4
983,Volkswagen,34500.0,crossover,108,3.0,Diesel,yes,2012,Touareg
855,Volkswagen,2999.0,vagon,239,1.9,Diesel,no,2003,Passat B5
948,Mercedes-Benz,12700.0,other,198,2.2,Diesel,yes,2011,Vito
2627,Toyota,28900.0,crossover,120,3.5,Petrol,yes,2011,Highlander
192,Volkswagen,17650.0,sedan,110,1.8,Petrol,yes,2012,Passat B7
175,Toyota,9100.0,sedan,151,1.6,Gas,yes,2007,Corolla
1589,Renault,8900.0,van,170,1.9,Diesel,yes,2005,Trafic
470,BMW,39000.0,crossover,180,3.0,Diesel,yes,2011,X5
2650,Volkswagen,22000.0,crossover,123,3.0,Diesel,yes,2009,Touareg
1370,Volkswagen,6500.0,other,385,2.4,Diesel,yes,1997,T4 (Transporter)
1158,Volkswagen,15000.0,van,275,2.5,Diesel,yes,2008,T5 (Transporter)
3652,Toyota,14700.0,vagon,98,2.0,Gas,yes,2008,Rav 4
1343,BMW,2550.0,vagon,312,2.5,Diesel,no,1999,525
3047,Audi,3500.0,sedan,354,2.5,Diesel,no,2000,A6
343,Volkswagen,23999.0,sedan,80,2.0,Diesel,yes,2014,Passat B7
1868,Toyota,24171.0,sedan,1,2.5,Petrol,yes,2016,Camry
2599,Renault,8100.0,crossover,90,1.9,Diesel,yes,2005,Kangoo
3905,Mercedes-Benz,18000.0,sedan,99,1.8,Petrol,yes,2008,C-Class
2092,Mitsubishi,10500.0,sedan,57,1.5,Gas,yes,2011,Lancer X
1938,Renault,10900.0,other,189,2.0,Diesel,yes,2012,Trafic
328,Audi,6600.0,sedan,360,1.8,Petrol,yes,1998,A6
865,Volkswagen,16500.0,sedan,87,,Other,yes,2012,Passat B7
1252,Volkswagen,10700.0,hatch,60,1.4,Petrol,yes,2010,Polo
3984,Audi,2300.0,vagon,250,2.5,Diesel,no,2001,A6
2886,Renault,8300.0,van,221,1.5,Diesel,yes,2009,Kangoo
2226,Mercedes-Benz,28000.0,other,12,1.8,Petrol,yes,2013,C-Class
2305,BMW,6500.0,sedan,1,3.0,Petrol,yes,1995,730
3400,Toyota,10500.0,sedan,82,,Petrol,yes,2010,Corolla
1546,Mercedes-Benz,36000.0,crossover,162,3.0,Diesel,yes,2009,GL 320
806,Mercedes-Benz,51000.0,sedan,119,4.7,Petrol,yes,2012,S 500
829,Toyota,6900.0,hatch,92,1.3,Petrol,yes,2006,Yaris
59,BMW,23900.0,crossover,162,4.8,Petrol,yes,2007,X5
2002,Volkswagen,5400.0,hatch,320,1.4,Petrol,yes,2002,Golf IV
3803,BMW,51000.0,sedan,97,3.0,Diesel,yes,2011,730
3162,BMW,6900.0,sedan,280,2.0,Gas,yes,2000,320
1774,Mitsubishi,3950.0,other,280,2.5,Diesel,no,1994,Pajero
2254,Toyota,80000.0,crossover,23,4.5,Diesel,yes,2014,Land Cruiser 200
4127,BMW,7250.0,sedan,300,2.8,Petrol,yes,1999,528
1030,Volkswagen,7800.0,van,282,2.5,Diesel,yes,2000,T4 (Transporter)
3467,Toyota,18950.0,sedan,45,1.8,Petrol,yes,2014,Avensis
3159,Mitsubishi,8300.0,crossover,161,2.0,Petrol,yes,2005,Outlander
1457,Volkswagen,3000.0,van,318,1.9,Diesel,yes,1993,T4 (Transporter) 
2753,Volkswagen,4850.0,vagon,300,1.9,Diesel,yes,1998,Golf III
797,Mercedes-Benz,17977.0,van,322,3.0,Diesel,yes,2007,Sprinter 318
3899,Volkswagen,23000.0,sedan,75,2.0,Petrol,yes,2013,Passat CC
300,Renault,9500.0,hatch,100,1.5,Diesel,yes,2009,Megane
4020,Toyota,26900.0,crossover,118,2.7,Petrol,yes,2011,Land Cruiser Prado
446,Mercedes-Benz,115000.0,sedan,47,4.6,Petrol,yes,2013,S 500
2435,Toyota,11800.0,sedan,189,2.4,Gas,yes,2007,Camry
2837,Toyota,9900.0,sedan,130,2.3,Gas,yes,2006,Camry
2166,Renault,11200.0,vagon,165,1.5,Diesel,yes,2012,Megane
751,Toyota,24000.0,crossover,73,4.0,Petrol,yes,2008,Land Cruiser Prado
991,Volkswagen,8500.0,van,184,2.0,Diesel,yes,2007,Caddy
3353,Renault,20996.0,crossover,0,1.5,Diesel,yes,2016,Captur
2359,Toyota,85000.0,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200
1032,Renault,10200.0,other,39,1.5,Diesel,yes,2014,Kangoo
4293,BMW,15500.0,sedan,89,2.0,Diesel,no,2012,520
2973,Volkswagen,38000.0,crossover,189,3.0,Diesel,yes,2012,Touareg
342,Volkswagen,6900.0,sedan,300,1.8,Petrol,yes,1998,Passat B5
2724,BMW,10900.0,sedan,375,4.4,Gas,yes,2001,740
1446,BMW,15300.0,sedan,250,2.5,Petrol,yes,2006,525
1799,Toyota,14900.0,other,175,3.5,Gas,yes,2008,Camry
1133,Renault,6400.0,van,136,1.5,Diesel,yes,2012,Kangoo
3535,Mercedes-Benz,20200.0,sedan,69,2.0,Petrol,yes,2010,E-Class
357,Volkswagen,13700.0,other,103,2.0,Diesel,yes,2011,Passat B6
158,Mercedes-Benz,17300.0,sedan,184,1.8,Gas,yes,2008,E-Class
3427,Audi,3000.0,sedan,265,1.8,Petrol,yes,1988,80
1154,Renault,9000.0,vagon,190,1.5,Diesel,yes,2009,Megane
882,Audi,41000.0,crossover,88,4.2,Diesel,yes,2010,Q7
1006,Mercedes-Benz,7900.0,other,197,2.2,Diesel,yes,2003,Vito
3663,BMW,13700.0,sedan,122,2.0,Petrol,yes,2007,318
2299,Volkswagen,21000.0,other,93,2.0,Diesel,yes,2012,Passat B7
3291,BMW,129222.0,sedan,2,5.0,Petrol,yes,2016,750
687,Audi,2200.0,sedan,250,,Diesel,no,2001,A6
1045,Audi,75000.0,crossover,0,3.0,Diesel,yes,2015,Q7
3431,Renault,10950.0,vagon,180,1.5,Diesel,yes,2011,Megane
3699,Toyota,24999.0,crossover,153,4.0,Petrol,yes,2007,Land Cruiser Prado
3434,Audi,2411.0,sedan,240,1.6,Other,yes,1987,80
3904,Audi,10500.0,vagon,243,2.5,Diesel,yes,2003,A6
1959,Volkswagen,2200.0,sedan,279,1.9,Diesel,no,2000,Passat B5
4147,BMW,9999.0,sedan,271,3.0,Diesel,yes,2001,530
1254,Volkswagen,2700.0,hatch,300,1.9,Diesel,no,2000,Golf IV
2075,BMW,2200.0,sedan,290,1.6,Petrol,yes,1985,316
26,Volkswagen,20800.0,crossover,151,3.0,Diesel,yes,2008,Touareg
4136,BMW,12600.0,sedan,219,3.6,Petrol,yes,2002,735
2969,Mercedes-Benz,10999.0,van,191,2.2,Diesel,yes,2007,Vito
3045,BMW,3700.0,other,110,2.5,Petrol,yes,1983,323
3595,Mitsubishi,17000.0,crossover,215,3.8,Petrol,yes,2006,Pajero Wagon
910,Mercedes-Benz,17800.0,van,162,1.8,Diesel,yes,2012,B 180
3962,BMW,2050.0,vagon,300,2.5,Diesel,no,1997,525
978,Audi,9000.0,vagon,199,2.7,Petrol,yes,2003,A6 Allroad
